,Unnamed: 0,회사,날짜,직무,재직여부,별점,요약,장점,단점,경영진에게 바라는 점
7302,22544,LG전자,2019-12-01,연구개발,현직원,3,그냥 LG 라는 이름 은 글로벌 대 기업 연봉 상승 은 글로벌 중소기업 괜찮 아 진 워라 밸,괜찮 은 초봉 괜찮 은 워라 밸 요즘 아 짐 거의 일찍 퇴근,꼰대 문화 낮 은 연봉 상승 률 뭐 평가 는다면 상승 률 도 을 거 라,임직원 챙겨 세요 삼성 sk 등등 에 비해 은 라인 대 기업 라 못 함
7307,22549,LG전자,2019-11-01,연구개발,현직원,3,무너지 고 다는 느낌 듭니다 회사 는 위기 이나 윗선 은 위기 아닌 아랫사람 구조 조정 조직 변경 으로 위기 극복 인 회사 안타깝 네요,lg 브랜드 빨 강해서 어른 아 시 고 돈 많이 는 줄 암,고과 나눠 먹 기 구조 조정 대상 은 아랫사람 윗선 은 몇 째 위기 인데 그대로 임,제발 스스로 물러나 고 책임지 세요 인재 다 퇴사 입니다
7311,22553,LG전자,2019-11-01,연구개발,현직원,3,글로벌 기업 으로 조직 며 개인 의 의사 결정 보단 근거 를 바탕 으로 처리 를 진행 한다,지방 도시 에서 대 기업 이름 달 고 으며 워라 밸 도 괜찮 은 수준 다단 케 바케 아서 스텝 부서 는 은 편,아주 보수 면서 기능직 위주 로 움직이 며 형태 만 는 복지 으며 자율 출근 제 가능 다고 지만 건 창원 에서 는 는 단어 다,무늬 만 보여 기 식 관리 아닌 회사 임직원 회사 위 자부심 을 가질 도록 자율 출근 제 는 눈치 고 할 도록 해 달 라
7312,22554,LG전자,2019-11-01,기획/경영,현직원,3,조용 삶 을 원하 면 괜찮 은 회사 개인 의 발전 을 원한다면 를 알아보 시 는 게 습니다,누구 다 아 는 회사 신입 부터 들어가 면 커리어 패스 쌓 기 음 입사 고 면 웬만큼 사고 치 는 이상 안정 임 워라 밸 지키 고 야근 수당 꼬박꼬박 나옴,기업 문화 보수 고 상명 복식 업무 지시 음 고 는 은 쓸 별로 고 내용 대부분 광파 는 내용 임 내부 VIP 의 전 할 마다 북한 김 왕조 현장 지도 는 음 매년 위기 경영 비용 절감 을 는데 줄일 비용 도 별로 음 시스템 어 는 아 면서 도 꽤 비 효율 고 많이 느림 마이크 로 매니저 꽤 다는 느낌 상사 이러 면 실무자 입장 에서 많이 피곤 함,타 대 기업 대비 기업 문화 개선 속도 느 립니 다 또한 비 효율 인 보고서 와 업무 지시 고 의사 결정 구조 지나치 게 복잡 합니다 고서 작성 다가 정신줄 가출 는 느낌 입니다 시급히 해결 했 으면 겠 습니다
7314,22556,LG전자,2019-11-01,개발,현직원,4,글로벌 회사 임 에 는 틀림없 지만 직원 복지 대한 투자 너무 소극 다 핵심 인재 를 뽑 아 놓 고 도 대우 별로 다 니 오래 못 고 나가 는 다,전반 인 분위기 딱딱 고 수평 인 편 다 자율 출퇴근 제 도입 된 이후 에 근무 환경 많이 개선 고 다,관리자 의 소프트웨어 개발 에 대한 이해도 낮 다 니 개발 업무 를 과소평가 기 십상 다,인공 지닝 니 미래 기술 니 입 으로 만 고 과감 투자 필요 시점 다
7315,22557,LG전자,2019-11-01,연구개발,현직원,4,안정 인 기업 며 나이 은 음 엘 구원 라는 을 로 잘리 으며 안정 인 직장 임,연차 사용 자유 로우 며 급여 또한 업계 평균 임 으며 복지 또한 굉장히 고 자기 개발 기회 상당히 음,나이 은 아 상당히 늙 은 조직 며 약간 군대식 문화 조금 남 아 음 해외 출장 보다 점점 아 고 으며 국내 에 을 기회 는 점점 줄어들 고 음,적극 으로 고인 물 을 없애 야 며 직원 의 사기 증진 을 위한 연봉 상승 필요 함 또한 임원 너무 아 결정 에 어서 조직 쇠퇴 는 방향 으로 고 음
7317,22559,LG전자,2019-11-01,전문직,현직원,4,타 대 기업 에 비해 인간 인 대우 복지 수준 높 음,연차 눈치 없이 사용 가능 며 계약직 농경 관리자 따로 음 상여금 및 인센티브 제공 업무 능력껏 협의 에 유동 으로 도전 장려 다만 본인 적극 으로 겠 다고 나서 야 함,복잡 보고 체계 잦 은 인사이동 및 조직 개편 으로 자기 업무 에 대한 전문 성 함양 미흡 해 보임,기본 업무 외 에 도 성과 를 낸 계약직 에게 는 에 합당 보상 을 셨 으면 겠 습니다 예 를 면 촉탁 직 전환 제안 이나 연봉 을 올려 는 방법
7319,22561,LG전자,2019-11-01,개발,현직원,3,부서 별 로 분위기 다르 대체로 비용 절감 분위기,연차 자유 롭 게 사용 가능 심지어 마이너스 연차 도 최대 로 끌 어 쓰 는 도 음 안정,미래 보임 현상 유지 는 겠 으나 회사 와 직원 함께 커 는 걸 원한다면 맞 을 듯,너무 비용 절감 만 외치 는 음 인재 에 대한 투자 도 음
7320,22562,LG전자,2019-11-01,기획/경영,현직원,1,개발 일정 위주 로 돌아가 는 회사 인데 앤디 대우 는 찬밥,나름 분야 전문가 로 성장 할 는 기회 는 음 로테이션 돼서 만 오래 니까,장점 빼 고 는 다 단점 관료주의 팽배 고 책임지 는 도 음 보상 도 업계 최하급,보상 이나 업계 평균 으로 맞추 고 부려 먹 었 으면 함 월급 떼 마다 이직 남
7321,22563,LG전자,2019-11-01,개발,현직원,3,가늘 고 길 게 연봉 욕심 없이 오래 다닐 는 분 께 는 적합 함,마곡 이전 이후 근무 환경 은 나쁘 은 편 지하 구내식당 메뉴 도 상당히 다양 편 고 호선 호선 인접 여 출퇴근 도 게 부담 음,은 연구 개발 사무직 인원 대비 근무 공간 협소 함 외주 협 력사 와 는 자리 모자라 회의실 에 공간 을 마련 고 시킴,연봉 올려 줘라 어장 물고기 에게 는 밥 을 준다 더니만
7322,22564,LG전자,2019-11-01,영업/제휴,현직원,5,고성장 목표 아래 공격 인 업무 분위기 문화 은 편,연봉 도 괜찮 고 영업 의 활동비 도 지급 고 분위기 젊 은 편 사원 도 의 갼 개진 활발,연봉 은 은데 외 근로 수당 음 성과 에 비해 성과급 은 아쉬움 삼성 에게 밀려서 만 위 라는 느낌,성과급 늘려 세요 성과 도 은데 영업 압박 주려 세요
7326,22568,LG전자,2019-11-01,기획/경영,현직원,1,글로벌 제조사 여서 거의 대부분 의 직무 를 경험 할 음,해외 사업장 에 파견 가능 과 대 규모 조직 경험 가능,쓸데없 는 조직 고 임원 위주 의 회사 임 임원 철 밥통 에 업계 상위 권 대우 직원 은 하위 권 대접,고인 물 제거 고 평균 연령 을 높여야 함 으면 도태 될
7327,22569,LG전자,2019-11-01,마케팅/시장조사,현직원,3,인간 존중 에 충실 기업 직장 동료 도 다 인간 고 따뜻 함,교육 시스템 업무 환경 복지 는 결혼 고 아이 다면 복지 도 매우 고 업무 량도 케밥 케로 편하 게 다니 겠 다 면 얼마 든지 편하 게 존재감 없이 오래 길 게 다닐 음,보고 업무 고 고서 다 면 실행 할 음 탑 다운 으로 업무 많이 내려오 고 실무 입장 에서 옳 다고 는 을 할 음 오로지 광 팔 는 을 해야 능력 다고 인저 앋음,로 는 세상 변하 니 도 변하 자고 는 고 변해야 는 을 인지 는 고 으나 여전히 구시대 인 근본 그대로 고 으로 도 큰 변화 는 을 으로 보임
7329,22571,LG전자,2019-11-01,디자인,현직원,2,오래 된 제조사 아직 LG 라는 브랜드 밸류 로 어른 로부터 사랑 음,자율 출퇴근 제 실행 으로 워 라벨 지켜 는 회사 오랫동안 장기근속 할 는 회사,시니어 음직 급 체계 간소 화 고 연봉 테이블 도 무 의미 해질 로 합리 인 보상 체계 음,정말 소비자 는 제품 을 면 겠 음 인사이트 는 시각 으로 미래 를 준비 면 겠 음
7335,22577,LG전자,2019-11-01,디자인,현직원,4,워 라벨 누리 면서 맘 편안 게 다닐 는 회사 대 기업 에 비해 낮 은 연봉 함정,진급 에 대한 압박 이나 경쟁의식 없이 다닐 음 의 커리어 보다 가족 과 의 관계 혹은 세컨드 잡 필요 에게 최고위 직장 임,에 욕심 으면 힘들 으면 낮 은 연봉 도 단점 임,연봉 연봉 연봉 연봉 연봉 연봉 연봉 연봉 연봉 연봉 연봉
7340,22582,LG전자,2019-11-01,연구개발,현직원,3,시행 후 워라 밸 은 많이 아 졌으며 연봉 은 여전히 타 대 기업 과 비교 했 을 박봉 다,연차 사용 회사 분위기 는 프리 함 대외 인 이미지 음 자르 는 분위기,차부 터 회사 와 연봉 차이 확실히 난 다 내부 으로 는 만족도 낮 은 다,인력 유출 을 막 기 위해 연봉 을 올려 세요 은 인재 다 빠져나갑니다
7341,22583,LG전자,2019-11-01,연구개발,현직원,3,뭐 라 표현 할지 겠 습니다 그냥 다니 고 습니다,시행 에 따라 퇴근 은 빨리 합니다 조직 문화 개선 에 힘쓰 고 습니다,라인 과 관련 된 양산 개발 은 어렵 습니다 기업 과 의 연봉 의 갭 줄어들 어야 합니다,겠 습니다 젊 은 마인드 로 빠른 결정 과 실행 필요 합니다
7345,22587,LG전자,2019-11-01,연구개발,현직원,3,가전제품 을 개발 해서 판매 는 업체 인데 품질 최우선 다 니 고객 라면 회사 제품 을 구매 시 는 걸 추천 합니다 개발자 품질 사무 생산 직군 을 모시 고 다니 는 회사,대 기업 라서 최근 노동 법규 를 준수 기 위해 노력 며 복리 후생 및 기타 조건 다,물가 상승 을 보전 임금 상승 률 과 전형 인 공돌이 갈 아 밀 의 제품 만드 는 회사 개발자 설계도 고 품질 검증 도 해 고 서비스 도 함 다양 업무 경험 가능 며 곳곳 에 존재 는 무관 유관 부서 다 타 경쟁사 개발자 은 어떤 대우 으며 개발 는지 궁금 게 만 듦,어차피 및 사내 행사 은 개발자 에겐 그림 의 떡 입니다 뽑 은 을 시 던지 개발 중심 으로 게 해 시 면 일정 도 맞추 고 퍼포먼스 도 충분히 발휘 가능 할 네요
7346,22588,LG전자,2019-11-01,연구개발,현직원,3,무난 글로벌 중소기업 느낌 을 강하 게 는 회사 입니다 연봉 에 너무 인색 합니다,복지 제도 어 음 국내외 에서 다 고 는 회사 임,연봉 어서 직원 의 만족도 낮 은 음 연봉 수준 만 맞춰 면 아주 높 은 만족도 를 보일 습니다,고객 보다 직원 을 먼저 챙겨 세요 다 떠나 면 제품 개발 을 누가 할까요
7352,22594,LG전자,2019-11-01,연구개발,현직원,1,생 기원 기준 출장 너무 잦 고 업무 강도 극악 의 사각지대,생 기원 기준 그나마 이직 할 기 음 외 장점 음,생 기원 기준 출장 너무 잦 고 업무 강도 극악 의 사각지대,생 기원 기준 연구원 의 워라 밸 존중 해 길 바람 잦 은 출장 으로 항상 의 사각지대 에 다는 을 해 시 길
7353,22595,LG전자,2019-11-01,영업/제휴,현직원,3,매우 안정 이나 개인 의 역량 을 키우 기 에 는 부족 회사 입니다,인화 를 강조 는 기업 답 게 안정 고 게 나무랄 습니다 연차 사용 시 눈치 아도 됩니다,보고 를 위한 보고 매우 으며 상명 복식 의 수직 구조 아직 많이 남 아 음 고인 물 아 회사 발전 어려움,신규 사업 진출 시 과감 투자 이어졌 으면 겠 습니다
7356,22598,LG전자,2019-11-01,연구개발,현직원,3,근무지 서울 인 장점 을 제외 고 는 연봉 게 높 음,근무지 서울 인 가장 큼 워라 밸 최강 LG 이직 사관 학교 괜히 는 아님,연봉 테이블 개선 필요 함 극도 의 원가 절감 타사 와 연봉 비교 시 허탈감 매우 높 음,연봉 테이블 개선 필요 합니다 계속 는 핵심 인력 유출 은 대책 필요 합니다
7359,22601,LG전자,2019-11-01,생산/제조,현직원,4,백색가전 의 강자 lg 전자 나름 대 기업 라 복지 근무 환경 나쁘 음 이후,나쁘 은 복지 조금 작 다고 느낄 지만 적당 연봉,대 기업 치곤 낮 은 연봉 근무 강도 보수 인 조직 문화 전반 인 단점 임,자부심 을 느낄 게끔 은 연봉 과 성과급 상여금 타 대 기업 대비 지급
7360,22602,LG전자,2019-11-01,영업/제휴,현직원,3,는 만 면 끝 까지 갈 는 기업 아닌 만 해도 아무 탈 없이 다닐 는 기업,영업 본부 의 추가 수당 상당히 큼 나쁘 은 초봉 만 면 는 직원 될 다는 업무 능력 보다 한테 만 면 된다는,보수 인 상사 업무 강도 에 비해 낮 은 연봉 낮 은 연봉 인상 률 잦 은 회식 문화 부서 별 로 너무 문화 쓸데없 는 보고 낭비 는 업무 음,임원 고 직원 을 먼저 챙기 는 기업 었 으면 함 사원 직급 퇴사 율 높 은 기업 인 만큼 차 을 신경 써 줬 으면
7362,22604,LG전자,2019-11-01,연구개발,현직원,3,개발자 의 업무 는 프로젝트 진행 될수록 Factorial 로 늘어나 는 회사 지만 엔지니어 로써 을 다 면 엔지니어 인지 단순 사무직 인지 겠 음,눈치 볼 필요 고 꼰대 문화 적음 확실히 지키 는 편 직원 을 위한 복지 상당수 마련 어 음,통칭 엘 구원 라고 는 차 고 넘침 동종 업계 대비 연봉 최 하위 에 위치 여 가장 핵심 는 인력 층 인 신임 급 다 회사 를 그만두 는 상황 지만 잡 기 위한 노력 도 어서 구성원 간 양극 화 굉장히 심한 상황,왜 선임 말년 차 책임 초년 차 급 인력 자꾸 이탈 는지 곰곰이 해 봤 으면 겠 습니다
7363,22605,LG전자,2019-11-01,연구개발,현직원,2,너무 에 의존 는 회사 임 본인 책임 을 져야 는 문화 임,기본 인 대 기업 프로세스 를 갖추 고 어서 체계 화 는 어 음,프로세스 다 니 처리 쉽 음 공무원 아 기 쉽 음,형식 인 보고 로 낭비 는 과 노력 을 아껴서 제품 개발 의 질 을 높이 는 씁시다
7369,22611,LG전자,2019-11-01,연구개발,현직원,3,가전 제외 본인 느끼 기 나름 겠 지만 스트레스 고 다닐 음,부터 기업 문화 개선 조금 씩 더니 이후 로 는 자율 출퇴근 정착 누구 자유 롭 게 출퇴근 함,프로세스 비 정상 으로 음 숟가락 고 다니 는 하이에나 너무나 도 고 밑 에 실무자 만 고생 함 이해 불 가능 보안 정책 에 발생 는 손해 연간 개인 당 업무 기준 이상,거짓 된 보고 로 인해 나쁜 의사 결정 게 는 으실 텐데 통찰력 키우 셔서 올바른 선택 시 길 바랍니다 특히 신규 로 생겨나 는 프로세스 라든지 직원 의 업무 자율 성 을 해치 는 정책 은 꼼꼼히 따지 시 고요 이게 숟가락 인지 아닌지 구분 은 합시다
7373,22615,LG전자,2019-11-01,전문직,현직원,4,계약직 급여 는 매우 낮 지만 워 라벨 은 보장 눈치 는 문화,워라 밸 보장 눈치 봐도 됨 탄력 근무 제 라 편함 정규직 의 모든 복지 는 는 해당 됨,계약직 다 니 정규직 과 완전히 어울리 기 어려움 여타 대 기업 에 비하 여 낮 은 연봉,새 사업 발굴 절실 함 새 사업 부재 로 인하 여 어려움 을 겪 고 음 본부 별 차이 존재
7374,22616,LG전자,2019-11-01,연구개발,현직원,4,회사 에 시스템 구성 어 으며 복지 에 대한 질 음 사원 에 불만 사항 해결 은 단점 음,회사 의 시스템 및 기업 문화 에 대한 만족도 는 높 음 또한 회사 의 위치 또한 은,타사 기업 대비 낮 은 연봉 낮 으며 임원 과 직원 간 의 회사 를 바라보 는 관점 다,직원 는 사항 에 대해 어 었 으면 합니다
7376,22618,LG전자,2019-11-01,법률/법무,현직원,4,업무 환경 엄청난 스트레스 는 는 곳 임,복지 고 센터 에 오래 다닌 은 을 면 편한 부분 음,연봉 다소 낮 은 편 고 의 연령 대 높 아서 안주 려고 는 부분 는 다,인원 충원 및 성과 를 바라 는 만큼 그만큼 에 대한 보상 을 해 줬 으면 겠 다
7380,22622,LG전자,2019-10-01,마케팅/시장조사,현직원,3,야근 는 게 음 계약직 도 챙겨 줄 건 다 챙겨 는 회사 괜히 대 기업 는 게 면 지만 계약직 은 월급 조그마 해서 귀여움,야근 음 상여금 음 조직 문화 어 음 환경 깨끗 함,조직 문화 어 어서 계약직 은 별로 임 어딜 도 는 단점 은 음,현재 은 상태 라 개선 할 은 개 산 는 거 아서 조직 문화 아 졌으면 해요
